Table;C;R;U;D;Program
RSTRT;C;R;U;;DLCONDLIST;
PRSNL;;R;;;DLCONDLIST;
PRNTR;;R;;;DLCONDLIST;
RPDEF;;R;;;DLCONDLIST;
LPHYS;;R;;;DLCONDLIST;
LRCES;;R;;;DLCONDLIST;
DCNDO;;R;;;DLCONDLIST;
LCCYS;;R;;;DLCONDLIST;
DCNTO;;R;;;DLCONDLIST;
AASPS;;R;;;DLCONDLIST;
RPSCH;C;R;U;;DLNBREPES;
SECUR;;R;;;DLNBREPES;
RSTRT;C;R;U;;DLNBREPES;
PRSNL;;R;;;DLNBREPES;
PRNTR;;R;;;DLNBREPES;
RPDEF;;R;;;DLNBREPES;
LPHYS;;R;;;DLNBREPES;
LRCES;;R;;;DLNBREPES;
GMSGS;;R;;;DLNBREPES;
LPSNS;;R;;;DLNBREPES;
DPTRO;;R;;;DLNBREPES;
LCBNS;;R;;;DLNBREPES;
LCIYS;;R;;;DLNBREPES;
LBRAS;;R;;;DLNBREPES;
AASPS;;R;;;DLNBREPES;
DDETO;;R;;;DLNBREPES;
DIPTL;;R;;;DLNBREPES;
REFFL;;R;;;DLNBREPES;
REFFL;;R;;;CLFACOVER;
RPSCH;C;R;U;;CLFACOVER;
SECUR;;R;;;CLFACOVER;
RSTRT;C;R;U;;CLFACOVER;
PRSNL;;R;;;CLFACOVER;
PRNTR;;R;;;CLFACOVER;
RPDEF;;R;U;;CLFACOVER;
LRCES;;R;;;CLFACOVER;
GMSGS;;R;;;CLFACOVER;
CHFCO;;R;;D;CLFACOVER;
LCCYS;;R;;;CLFACOVER;
LCBNS;;R;;;CLFACOVER;
LPHYS;;R;;;CLFACOVER;
CFACS;;R;;;CLFACOVER;
AASPS;;R;;;CLFACOVER;
ACLOG;;R;U;;DIIIF;
LCRYS;;R;;;DIIIF;
REFFL;C;R;U;;DIIIF;
DIPTL;C;;;;DIIIF;
LCTPS;;R;;;DIIIF;
GSEMO;;R;;;DIIIF;
GMONO;C;;;;DIIIF;
CEXRO;;R;;;DIIIF;
CMRGO;;R;;;DIIIF;
AEXRS;;R;;;DIIIF;
IERBS;;R;;;DIIIF;
DSLVO;;R;;;DIIIF;
GCNVO;;R;;;DIIIF;
ACVRO;;R;;;DIIIF;
SECUR;;R;;;DIIIF;
DCNTO;;R;;;DIIIF;
DCNDO;;R;;;DIIIF;
LHOLO;;R;;;DIIIF;
ADETS;;R;U;;DIIIF;
PRSNL;;R;U;;DIIIF;
DSTAO;C;;;;DIIIF;
GMSGS;;R;;;DIIIF;
DEFIN;;R;;;DIIIF;
DPTRL;;R;;;DIIIF;
DPTRO;;R;;;DIIIF;
DIPTO;C;R;U;;DIIIF;
ABA1S;;R;;;DIIIF;
DCTRO;C;R;;D;DIIIF;
LCBNS;;R;;;DIIIF;
ATXCO;;R;;;DIIIF;
DCONO;;R;;;DIIIF;
ICNFS;;R;;;DIIIF;
LPSNS;;R;;;DIIIF;
LCIYS;;R;;;DIIIF;
DPBDO;;R;U;;DIIIF;
LCCYS;;R;;;DIIIF;
LBRAS;;R;;;DIIIF;
LELCS;;R;;;DIIIF;
LPHYS;;R;;;DIIIF;
AASPS;;R;;;DIIIF;
REFFL;;R;;;ICNSC;
ACLOG;;R;U;;ICNSC;
GSEMO;;R;;;ICNSC;
ICNFS;;R;;;ICNSC;
GMONO;C;;;;ICNSC;
SECUR;;R;;;ICNSC;
ISAVO;C;R;U;;ICNSC;
PRSNL;;R;U;;ICNSC;
GMSGS;;R;;;ICNSC;
AASPS;;R;;;ICNSC;
DEFIN;;R;;;ICNSC;
IFCSO;;R;U;;ICNSC;
IFRCO;;R;U;;ICNSC;
ILDCO;;R;U;;ICNSC;
IOPCO;;R;U;;ICNSC;
IRSCO;;R;U;;ICNSC;
LPRDS;;R;;;ICNSC;
IFXCO;;R;;;ICNSC;
IPTIO;;R;;;ICNSC;
IPTIL;;R;;;ICNSC;
IGLDO;;R;;;ICNSC;
ITLDO;;R;;;ICNSC;
IFRAO;;R;;;ICNSC;
IOPTS;;R;;;ICNSC;
IGIRO;;R;;;ICNSC;
ITIRO;;R;;;ICNSC;
IBATO;;R;;;ICNSC;
IFCSL;C;;;;ICNSC;
ILDCL;C;;;;ICNSC;
IFRCL;C;;;;ICNSC;
IOPCL;C;;;;ICNSC;
IRSCL;C;;;;ICNSC;
RPSCH;C;R;U;;CUFACOUTS;
SECUR;;R;;;CUFACOUTS;
RSTRT;C;R;U;;CUFACOUTS;
RPDEF;;R;U;;CUFACOUTS;
CEXRO;;R;;;CUFACOUTS;
CMRGO;;R;;;CUFACOUTS;
AEXRS;;R;;;CUFACOUTS;
IERBS;;R;;;CUFACOUTS;
ACVRO;;R;;;CUFACOUTS;
GMSGS;;R;;;CUFACOUTS;
PRNTR;;R;;;CUFACOUTS;
CFACS;;R;U;;CUFACOUTS;
CFFEO;;R;U;;CUFACOUTS;
CFXRO;C;R;U;D;CUFACOUTS;
CHFCO;C;R;U;D;CUFACOUTS;
REFFL;;R;U;;CUFACOUTS;
ADETS;;R;;;CUFACOUTS;
LBRAS;;R;;;CUFACOUTS;
APPNO;;R;;;CUFACOUTS;
LCCYS;;R;;;CUFACOUTS;
LPRDS;;R;;;CUFACOUTS;
LCBNS;;R;;;CUFACOUTS;
LCTSO;;R;;;CUFACOUTS;
LCTPS;;R;;;CUFACOUTS;
AHVBO;;R;;;CUFACOUTS;
CCMHO;;R;;;CUFACOUTS;
CMTLO;;R;;;CUFACOUTS;
ILDTL;;R;;;CUFACOUTS;
CGUAL;;R;;;CUFACOUTS;
CGURL;;R;;;CUFACOUTS;
CGURO;;R;;;CUFACOUTS;
ISIML;;R;;;CUFACOUTS;
CMTLL;;R;;;CUFACOUTS;
AASPS;;R;;;CUFACOUTS;
PRSNL;;R;;;CUFACOUTS;
LPHYS;;R;;;CUFACOUTS;
LRCES;;R;;;CUFACOUTS;
IGLDO;;R;;;CUFACOUTS;
ITLDO;;R;;;CUFACOUTS;
ISIMO;;R;;;CUFACOUTS;
CGUAS;;R;;;CUFACOUTS;
LCCYS;;R;;;GI-050-CALCSHRVAL;
CEXRO;;R;;;GP-074-AUTH;
CMRGO;;R;;;GP-074-AUTH;
AEXRS;;R;;;GP-074-AUTH;
IERBS;;R;;;GP-074-AUTH;
LCCYS;;R;;;GP-074-AUTH;
ACVRO;;R;;;GP-074-AUTH;
IAUTO;;R;;;GP-074-AUTH;
AASPS;;R;;;GP-074-AUTH;
REFFL;;R;;;ALMVTREPI;
RPSCH;C;R;U;;ALMVTREPI;
SECUR;;R;;;ALMVTREPI;
GMSGS;;R;;;ALMVTREPI;
RSTRT;;R;U;;ALMVTREPI;
AASPS;;R;;;ALMVTREPI;
PRSNL;;R;;;ALMVTREPI;
PRNTR;;R;;;ALMVTREPI;
RPDEF;;R;;;ALMVTREPI;
LPHYS;;R;;;ALMVTREPI;
LRCES;;R;;;ALMVTREPI;
AHLBO;;R;;;ALMVTREPI;
AMVTO;;R;;;ALMVTREPI;
LCCYS;;R;;;ALMVTREPI;
LBRAS;;R;;;ALMVTREPI;
ACLOG;;R;U;;AC2IC;
GSEMO;;R;;;AC2IC;
ICNFS;;R;;;AC2IC;
GMONO;C;;;;AC2IC;
CEXRO;;R;;;AC2IC;
CMRGO;;R;;;AC2IC;
AEXRS;;R;;;AC2IC;
IERBS;;R;;;AC2IC;
ACVRO;;R;;;AC2IC;
SECUR;;R;;;AC2IC;
DCNTO;;R;;;AC2IC;
REFFL;;R;;;AC2IC;
LBRAS;;R;;;AC2IC;
PRSNL;;R;U;;AC2IC;
GMSGS;;R;;;AC2IC;
DEFIN;;R;;;AC2IC;
AREIO;C;R;U;;AC2IC;
LCBNS;;R;;;AC2IC;
LPHYS;;R;;;AC2IC;
LPRDS;;R;;;AC2IC;
APPNO;;R;;;AC2IC;
ADETS;;R;;;AC2IC;
ADEIO;;R;;;AC2IC;
ARETO;;R;;;AC2IC;
GPARO;;R;;;AC2IC;
ARESS;;R;;;AC2IC;
DCNDO;;R;;;AC2IC;
LCCYS;;R;;;AC2IC;
DCONO;;R;;;AC2IC;
AASPS;;R;;;AC2IC;
REFFL;;R;;;DLACCBLKPM;
RPSCH;;R;U;;DLACCBLKPM;
AASPS;;R;;;DLACCBLKPM;
RSTRT;C;R;U;;DLACCBLKPM;
PRSNL;;R;;;DLACCBLKPM;
PRNTR;;R;;;DLACCBLKPM;
RPDEF;;R;;;DLACCBLKPM;
LRCES;;R;;;DLACCBLKPM;
LCCYS;;R;;;DLACCBLKPM;
ADETS;;R;;;DLACCBLKPM;
LPHYS;;R;;;DLACCBLKPM;
LPSNS;;R;;;DLACCBLKPM;
LCTPS;;R;;;DLACCBLKPM;
LCBNS;;R;;;DLACCBLKPM;
RSTRT;C;R;U;;GUCLEANUP;
LPHYS;;R;;;GUCLEANUP;
LRCES;;R;;;GUCLEANUP;
GMONO;;R;;D;GUCLEANUP;
DFIMO;;R;;D;GUCLEANUP;
GSWMO;;R;;D;GUCLEANUP;
DFIDO;;R;;D;GUCLEANUP;
GPARO;;R;;D;GUCLEANUP;
GSBSO;;R;U;;GUCLEANUP;
MNDEF;;R;;D;GUCLEANUP;
PRNTR;;R;;D;GUCLEANUP;
CEXSO;;R;;D;GUCLEANUP;
RPDEF;;R;;D;GUCLEANUP;
DEFIN;;R;;D;GUCLEANUP;
GBTDS;;R;;D;GUCLEANUP;
GBTPS;;R;;D;GUCLEANUP;
GBTRO;;R;;D;GUCLEANUP;
SECUR;;R;U;D;GUCLEANUP;
GMSGS;;R;;D;GUCLEANUP;
RPSCH;;R;U;;GUCLEANUP;
GSAMO;;R;;D;GUCLEANUP;
GSADO;;R;;D;GUCLEANUP;
BATCH;;R;;D;GUCLEANUP;
REFFL;;R;;D;GUCLEANUP;
PRSNL;;R;U;D;GUCLEANUP;
GSEMO;;R;;;GUCLEANUP;
AASPS;;R;;;GUCLEANUP;
REFFL;;R;;;ILLDICHK;
RPSCH;;R;U;;ILLDICHK;
AASPS;;R;;;ILLDICHK;
RSTRT;C;R;U;;ILLDICHK;
PRSNL;;R;;;ILLDICHK;
PRNTR;;R;;;ILLDICHK;
RPDEF;;R;;;ILLDICHK;
LPHYS;;R;;;ILLDICHK;
LRCES;;R;;;ILLDICHK;
IGLDO;;R;;;ILLDICHK;
REFFL;;R;;;CUMLYRTR;
RPSCH;;R;U;;CUMLYRTR;
AASPS;;R;;;CUMLYRTR;
RSTRT;C;R;U;;CUMLYRTR;
PRSNL;;R;;;CUMLYRTR;
PRNTR;;R;;;CUMLYRTR;
RPDEF;;R;;;CUMLYRTR;
LPHYS;;R;;;CUMLYRTR;
LRCES;;R;;;CUMLYRTR;
CCBRO;C;R;U;D;CUMLYRTR;
ACLOG;;R;U;;ICNRL;
GSEMO;;R;;;ICNRL;
ICNFS;;R;;;ICNRL;
GMONO;C;;;;ICNRL;
SECUR;;R;;;ICNRL;
RPDEF;;R;;;ICNRL;
PRNTR;;R;;;ICNRL;
RPSCH;C;;;;ICNRL;
PRSNL;;R;U;;ICNRL;
GMSGS;;R;;;ICNRL;
AASPS;;R;;;ICNRL;
DEFIN;;R;;;ICNRL;
REFFL;;R;;;ICNRL;
ACLOG;;R;U;;CMTL5;
GSEMO;;R;;;CMTL5;
ICNFS;;R;;;CMTL5;
GMONO;C;;;;CMTL5;
SECUR;;R;;;CMTL5;
RPDEF;;R;;;CMTL5;
PRNTR;;R;;;CMTL5;
RPSCH;C;;;;CMTL5;
PRSNL;;R;U;;CMTL5;
GMSGS;;R;;;CMTL5;
DEFIN;;R;;;CMTL5;
CCMHO;;R;;;CMTL5;
ABA1S;;R;;;CMTL5;
LCBNS;;R;;;CMTL5;
LPHYS;;R;;;CMTL5;
LRCES;;R;;;CMTL5;
CMTLO;;R;;;CMTL5;
AASPS;;R;;;CMTL5;
LCCYS;;R;;;CMTL5;
LPRDS;;R;;;CMTL5;
REFFL;;R;;;CMTL5;
REFFL;;R;;;LPIFM;
ACLOG;;R;U;;LPIFM;
GSEMO;;R;;;LPIFM;
ICNFS;;R;;;LPIFM;
GMONO;C;;;;LPIFM;
SECUR;;R;;;LPIFM;
PRSNL;;R;U;;LPIFM;
GMSGS;;R;;;LPIFM;
AASPS;;R;;;LPIFM;
DEFIN;;R;;;LPIFM;
LCTIO;C;R;U;;LPIFM;
LCTPS;;R;;;LPIFM;
LGRDO;;R;;;LPIFM;
LPSIO;;R;;;LPIFM;
LELIO;;R;;;LPIFM;
LPHIO;;R;;;LPIFM;
LGXFO;;R;;;LPIFM;
LCBNS;;R;;;LPIFM;
ACLOG;;R;U;;CMTL4;
REFFL;;R;;;CMTL4;
GSEMO;;R;;;CMTL4;
ICNFS;;R;;;CMTL4;
GMONO;C;;;;CMTL4;
SECUR;;R;;;CMTL4;
PRSNL;;R;U;;CMTL4;
GMSGS;;R;;;CMTL4;
DEFIN;;R;;;CMTL4;
CCMHO;;R;;;CMTL4;
ABA1S;;R;;;CMTL4;
LCBNS;;R;;;CMTL4;
LPHYS;;R;;;CMTL4;
LRCES;;R;;;CMTL4;
LCCYS;;R;;;CMTL4;
CMTLO;;R;;;CMTL4;
AASPS;;R;;;CMTL4;
IINTO;;R;;;CMTL4;
CPTIO;;R;;;CMTL4;
IPTIO;;R;;;II-012-FILL-IFRA5;
IFRAO;;R;;;II-012-FILL-IFRA5;
REFFL;;R;;;LURISCRE;
RPSCH;C;R;U;;LURISCRE;
SECUR;;R;;;LURISCRE;
RSTRT;C;R;U;;LURISCRE;
PRSNL;;R;;;LURISCRE;
PRNTR;;R;;;LURISCRE;
LPHYS;;R;;;LURISCRE;
LRCES;;R;;;LURISCRE;
GMSGS;;R;;;LURISCRE;
LCTPS;;R;;D;LURISCRE;
LCBNS;;R;;D;LURISCRE;
RPDEF;;R;U;;LURISCRE;
LCTSO;;R;;D;LURISCRE;
AASPS;;R;;;LURISCRE;
ACLOG;;R;U;;CMTLM;
GSEMO;;R;;;CMTLM;
ICNFS;;R;;;CMTLM;
GMONO;C;;;;CMTLM;
CEXRO;;R;;;CMTLM;
CMRGO;;R;;;CMTLM;
AEXRS;;R;;;CMTLM;
IERBS;;R;;;CMTLM;
ACVRO;;R;;;CMTLM;
LHOLO;;R;;;CMTLM;
PRSNL;;R;U;;CMTLM;
SECUR;;R;;;CMTLM;
GMSGS;;R;;;CMTLM;
DEFIN;;R;;;CMTLM;
CMTLL;C;;;;CMTLM;
CCMHO;;R;U;;CMTLM;
CMTLO;C;R;U;D;CMTLM;
CPTIO;C;R;;D;CMTLM;
LCCYS;;R;;;CMTLM;
AASPS;;R;;;CMTLM;
LCBNS;;R;;;CMTLM;
LPHYS;;R;;;CMTLM;
LRCES;;R;;;CMTLM;
REFFL;;R;;;CMTLM;
REFFL;;R;;;ALMVTREP4;
LBRAS;;R;;;ALMVTREP4;
LBGRS;;R;;;ALMVTREP4;
RPSCH;C;R;U;;ALMVTREP4;
SECUR;;R;;;ALMVTREP4;
AASPS;;R;;;ALMVTREP4;
RSTRT;C;R;U;;ALMVTREP4;
PRSNL;;R;;;ALMVTREP4;
PRNTR;;R;;;ALMVTREP4;
RPDEF;;R;;;ALMVTREP4;
LRCES;;R;;;ALMVTREP4;
GMSGS;;R;;;ALMVTREP4;
ABA1S;;R;;;ALMVTREP4;
APPNO;;R;;;ALMVTREP4;
LPRDS;;R;;;ALMVTREP4;
ADETS;;R;;;ALMVTREP4;
LCBNS;;R;;;ALMVTREP4;
LPHYS;;R;;;ALMVTREP4;
LCCYS;;R;;;ALMVTREP4;
AMVTO;;R;;;ALMVTREP4;
REFFL;;R;;;GP-012RATECHECK;
REFFL;;R;;;ALMVTREP3;
RPSCH;C;R;U;;ALMVTREP3;
SECUR;;R;;;ALMVTREP3;
AASPS;;R;;;ALMVTREP3;
RSTRT;C;R;U;;ALMVTREP3;
PRSNL;;R;;;ALMVTREP3;
PRNTR;;R;;;ALMVTREP3;
RPDEF;;R;;;ALMVTREP3;
LRCES;;R;;;ALMVTREP3;
GMSGS;;R;;;ALMVTREP3;
ABA1S;;R;;;ALMVTREP3;
APPNO;;R;;;ALMVTREP3;
LPRDS;;R;;;ALMVTREP3;
LCBNS;;R;;;ALMVTREP3;
AMVTO;;R;;;ALMVTREP3;
LPHYS;;R;;;ALMVTREP3;
AROTO;;R;;;ALMVTREP3;
LCCYS;;R;;;ALMVTREP3;
ANTUS;;R;;;ALMVTREP3;
ATRTS;;R;;;ALMVTREP3;
LBRAS;;R;;;ALMVTREP3;
ASELO;;R;;;ALMVTREP3;
REFFL;;R;;;ALMVTREP2;
RPSCH;C;R;U;;ALMVTREP2;
SECUR;;R;;;ALMVTREP2;
AASPS;;R;;;ALMVTREP2;
RSTRT;C;R;U;;ALMVTREP2;
PRSNL;;R;;;ALMVTREP2;
PRNTR;;R;;;ALMVTREP2;
RPDEF;;R;;;ALMVTREP2;
LRCES;;R;;;ALMVTREP2;
GMSGS;;R;;;ALMVTREP2;
ABA1S;;R;;;ALMVTREP2;
APPNO;;R;;;ALMVTREP2;
LPRDS;;R;;;ALMVTREP2;
LCBNS;;R;;;ALMVTREP2;
LPHYS;;R;;;ALMVTREP2;
LCCYS;;R;;;ALMVTREP2;
AMVTO;;R;;;ALMVTREP2;
LBRAS;;R;;;ALMVTREP2;
REFFL;;R;;;GP-011AMOUNTDISP3;
REFFL;;R;;;ALMVTREP1;
LBRAS;;R;;;ALMVTREP1;
LBGRS;;R;;;ALMVTREP1;
RPSCH;C;R;U;;ALMVTREP1;
SECUR;;R;;;ALMVTREP1;
AASPS;;R;;;ALMVTREP1;
RSTRT;C;R;U;;ALMVTREP1;
PRSNL;;R;;;ALMVTREP1;
PRNTR;;R;;;ALMVTREP1;
RPDEF;;R;;;ALMVTREP1;
LRCES;;R;;;ALMVTREP1;
GMSGS;;R;;;ALMVTREP1;
ABA1S;;R;;;ALMVTREP1;
APPNO;;R;;;ALMVTREP1;
LCBNS;;R;;;ALMVTREP1;
LPHYS;;R;;;ALMVTREP1;
LCCYS;;R;;;ALMVTREP1;
AMVTO;;R;;;ALMVTREP1;
LPRDS;;R;;;ALMVTREP1;
REFFL;;R;;;GP-011AMOUNTDISP2;
LCCYS;;R;;;GP-011AMOUNTDISP2;
REFFL;;R;;;IUPDSIMP;
RPSCH;C;R;U;;IUPDSIMP;
SECUR;;R;;;IUPDSIMP;
AASPS;;R;;;IUPDSIMP;
RSTRT;C;R;U;;IUPDSIMP;
PRSNL;;R;;;IUPDSIMP;
PRNTR;;R;;;IUPDSIMP;
RPDEF;;R;;;IUPDSIMP;
LPHYS;;R;;;IUPDSIMP;
LRCES;;R;;;IUPDSIMP;
ISIMO;;R;;D;IUPDSIMP;
GMSGS;;R;;;IP-016GET-ISAVO;
ISAVO;C;R;U;;IP-016GET-ISAVO;
REFFL;;R;;;TLDLGRDRCN;
RPSCH;;R;U;;TLDLGRDRCN;
RSTRT;C;R;U;;TLDLGRDRCN;
PRSNL;;R;;;TLDLGRDRCN;
PRNTR;;R;;;TLDLGRDRCN;
RPDEF;;R;;;TLDLGRDRCN;
LPHYS;;R;;;TLDLGRDRCN;
LRCES;;R;;;TLDLGRDRCN;
AASPS;;R;;;TLDLGRDRCN;
GCNVO;;R;;;TLDLGRDRCN;
LGRDO;;R;;;TLDLGRDRCN;
LGXFO;;R;;;TLDLGRDRCN;
LCTPS;;R;;;TLDLGRDRCN;
INVMO;C;R;;;BUDLYMBS;
CFACS;;R;;;BUDLYMBS;
LCTSO;;R;;;BUDLYMBS;
LCBNS;;R;U;;BUDLYMBS;
IBATO;C;R;U;;BUDLYMBS;
RPSCH;C;R;U;;BUDLYMBS;
RSTRT;C;R;U;;BUDLYMBS;
PRSNL;;R;;;BUDLYMBS;
PRNTR;;R;;;BUDLYMBS;
RPDEF;;R;;;BUDLYMBS;
LRCES;;R;;;BUDLYMBS;
CEXRO;;R;;;BUDLYMBS;
CMRGO;;R;;;BUDLYMBS;
AEXRS;;R;;;BUDLYMBS;
IERBS;;R;;;BUDLYMBS;
ACVRO;;R;;;BUDLYMBS;
LCIYS;;R;;;BUDLYMBS;
LCRYS;;R;;;BUDLYMBS;
ABA1S;;R;;;BUDLYMBS;
AIBRO;;R;;;BUDLYMBS;
ATRDO;C;;;;BUDLYMBS;
APPNO;;R;;;BUDLYMBS;
ANTUS;;R;;;BUDLYMBS;
LCCYS;;R;;;BUDLYMBS;
LHOLO;;R;;;BUDLYMBS;
LCTPS;;R;;;BUDLYMBS;
CRTRO;C;R;U;;BUDLYMBS;
BISSO;;R;U;;BUDLYMBS;
BPOTO;;R;U;;BUDLYMBS;
BDLAO;C;R;U;;BUDLYMBS;
BDLGO;C;R;U;;BUDLYMBS;
BDLTO;;R;U;;BUDLYMBS;
AASPS;;R;;;BUDLYMBS;
BICTO;;R;;;BUDLYMBS;
BITTO;C;R;;;BUDLYMBS;
REFFL;;R;;;BUDLYMBS;
LPHYS;;R;;;BUDLYMBS;
LBRAS;;R;;;BUDLYMBS;
LPRDS;;R;;;BUDLYMBS;
ATRTS;;R;;;BUDLYMBS;
IPTIO;;R;;;BUDLYMBS;
BBOKS;;R;;;BUDLYMBS;
SECUR;;R;;;BUDLYMBS;
BREDO;;R;;;BUDLYMBS;
REFFL;;R;;;ALTAXKOL;
RPSCH;C;R;U;;ALTAXKOL;
SECUR;;R;;;ALTAXKOL;
RSTRT;C;R;U;;ALTAXKOL;
PRSNL;;R;;;ALTAXKOL;
PRNTR;;R;;;ALTAXKOL;
RPDEF;;R;;;ALTAXKOL;
LRCES;;R;;;ALTAXKOL;
CEXRO;;R;;;ALTAXKOL;
CMRGO;;R;;;ALTAXKOL;
AEXRS;;R;;;ALTAXKOL;
IERBS;;R;;;ALTAXKOL;
AASPS;;R;;;ALTAXKOL;
ACVRO;;R;;;ALTAXKOL;
GPRTO;;R;;;ALTAXKOL;
ICNFS;;R;;;ALTAXKOL;
LCBNS;;R;;;ALTAXKOL;
ARESS;;R;;;ALTAXKOL;
LPHYS;;R;;;ALTAXKOL;
LCCYS;;R;;;ALTAXKOL;
ITXTO;;R;;;ALTAXKOL;
ADETS;;R;;;ALTAXKOL;
ARETO;;R;;;ALTAXKOL;
LCCYS;;R;;;GP-073-SUB-WDY;
LHOLO;;R;;;GP-073-SUB-WDY;
ACLOG;;R;U;;DHDD1;
GSEMO;;R;;;DHDD1;
ICNFS;;R;;;DHDD1;
GMONO;C;;;;DHDD1;
SECUR;;R;;;DHDD1;
PRSNL;;R;U;;DHDD1;
GMSGS;;R;;;DHDD1;
AASPS;;R;;;DHDD1;
DEFIN;;R;;;DHDD1;
DCNDO;;R;;;DHDD1;
DPBDO;;R;U;;DHDD1;
DPTRL;;R;;;DHDD1;
LCCYS;;R;;;DHDD1;
REFFL;;R;;;DHDD1;
DBATO;;R;;;DHDD1;
LCCYS;;R;;;GR-016RNDAMO;
REFFL;;R;;;RPDEF;
ACLOG;;R;U;;RPDEF;
GSEMO;;R;;;RPDEF;
ICNFS;;R;;;RPDEF;
GMONO;C;;;;RPDEF;
SECUR;;R;;;RPDEF;
PRSNL;;R;U;;RPDEF;
GMSGS;;R;;;RPDEF;
AASPS;;R;;;RPDEF;
DEFIN;;R;;;RPDEF;
RPDEF;;R;;;RPDEF;
BATCH;;R;;;RPDEF;
REFFL;;R;;;GP-100-F32A;
REFFL;;R;;;XLBALANCE;
RPSCH;C;R;U;;XLBALANCE;
SECUR;;R;;;XLBALANCE;
RSTRT;C;R;U;;XLBALANCE;
PRNTR;;R;;;XLBALANCE;
RPDEF;;R;;;XLBALANCE;
LRCES;;R;;;XLBALANCE;
GMSGS;;R;;;XLBALANCE;
LSUPS;;R;;;XLBALANCE;
LPHYS;;R;;;XLBALANCE;
PRSNL;;R;;;XLBALANCE;
LBRAS;;R;;;XLBALANCE;
AASPS;;R;;;XLBALANCE;
LCCYS;;R;;;XLBALANCE;
XGBAO;;R;;;XLBALANCE;
XGDCS;;R;;;XLBALANCE;
XGPAO;;R;;;XLBALANCE;
REFFL;;R;;;ILDAYMVTIR;
ABA1S;;R;;;ILDAYMVTIR;
LCORO;;R;;;ILDAYMVTIR;
LBRAS;;R;;;ILDAYMVTIR;
LBGRS;;R;;;ILDAYMVTIR;
RPSCH;C;R;U;;ILDAYMVTIR;
SECUR;;R;;;ILDAYMVTIR;
RSTRT;C;R;U;;ILDAYMVTIR;
PRSNL;;R;;;ILDAYMVTIR;
PRNTR;;R;;;ILDAYMVTIR;
LRCES;;R;;;ILDAYMVTIR;
GMSGS;;R;;;ILDAYMVTIR;
RPDEF;;R;U;;ILDAYMVTIR;
IGIRO;;R;;;ILDAYMVTIR;
LCBNS;;R;;;ILDAYMVTIR;
LCCYS;;R;;;ILDAYMVTIR;
IRSWL;;R;;;ILDAYMVTIR;
ITIRO;;R;;;ILDAYMVTIR;
IRSCL;;R;;;ILDAYMVTIR;
IRSCO;;R;;;ILDAYMVTIR;
IRSPL;;R;;;ILDAYMVTIR;
IRSPO;;R;;;ILDAYMVTIR;
LPHYS;;R;;;ILDAYMVTIR;
IPTIL;;R;;;ILDAYMVTIR;
IPTIO;;R;;;ILDAYMVTIR;
LPRDS;;R;;;ILDAYMVTIR;
AASPS;;R;;;ILDAYMVTIR;
REFFL;;R;;;RPDES;
ACLOG;;R;U;;RPDES;
GSEMO;;R;;;RPDES;
ICNFS;;R;;;RPDES;
GMONO;C;;;;RPDES;
SECUR;;R;;;RPDES;
PRSNL;;R;U;;RPDES;
GMSGS;;R;;;RPDES;
AASPS;;R;;;RPDES;
DEFIN;;R;;;RPDES;
RPDEF;;R;U;;RPDES;
PRNTR;;R;;;RPDES;
REFFL;;R;;;CLSECINT;
RPSCH;;R;U;;CLSECINT;
AASPS;;R;;;CLSECINT;
RSTRT;C;R;U;;CLSECINT;
PRSNL;;R;;;CLSECINT;
PRNTR;;R;;;CLSECINT;
RPDEF;;R;;;CLSECINT;
LPHYS;;R;;;CLSECINT;
LRCES;;R;;;CLSECINT;
CSEIO;;R;;;CLSECINT;
LCBNS;;R;;;CLSECINT;
ACLOG;;R;U;;GBTPS;
GSEMO;;R;;;GBTPS;
ICNFS;;R;;;GBTPS;
GMONO;C;;;;GBTPS;
SECUR;;R;;;GBTPS;
PRSNL;;R;U;;GBTPS;
GMSGS;;R;;;GBTPS;
AASPS;;R;;;GBTPS;
DEFIN;;R;;;GBTPS;
RPDEF;;R;;;GBTPS;
BATCH;;R;;;GBTPS;
GBTPS;;R;;;GBTPS;
REFFL;;R;;;GBTPS;
ACLOG;;R;U;;LPIIM;
GSEMO;;R;;;LPIIM;
GMONO;C;;;;LPIIM;
SECUR;;R;;;LPIIM;
PRSNL;;R;U;;LPIIM;
GMSGS;;R;;;LPIIM;
DEFIN;;R;;;LPIIM;
LCTIO;C;R;U;;LPIIM;
LCTPS;;R;;;LPIIM;
LGRDO;;R;;;LPIIM;
ICNFS;;R;;;LPIIM;
LPSIO;;R;;;LPIIM;
LELIO;;R;;;LPIIM;
LPHIO;;R;;;LPIIM;
LGXFO;;R;;;LPIIM;
LBRAS;;R;;;LPIIM;
AASPS;;R;;;LPIIM;
LCIYS;;R;;;LPIIM;
GCNVO;;R;;;LPIIM;
REFFL;;R;;;LPIIM;
ABA1S;;R;;;LPIIM;
LELCS;;R;;;LPIIM;
LCBNS;;R;;;LPIIM;
LPSNS;;R;;;LPIIM;
REFFL;;R;;;XLPAYMFLG;
RPSCH;;R;U;;XLPAYMFLG;
RSTRT;C;R;U;;XLPAYMFLG;
PRNTR;;R;;;XLPAYMFLG;
RPDEF;;R;;;XLPAYMFLG;
LPHYS;;R;;;XLPAYMFLG;
LRCES;;R;;;XLPAYMFLG;
GMSGS;;R;;;XLPAYMFLG;
LCCYS;;R;;;XLPAYMFLG;
XGDCS;;R;;;XLPAYMFLG;
